,client_id,clnt_tenure_yr,clnt_tenure_mnth,clnt_age,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth,Variation,age_group
33,6448014,7.083333333333333,85.0,57.5,U,2.0,82787.45999999999,6.0,9.0,Control,51-60
34,6651826,8.583333333333334,103.0,34.5,U,2.0,44696.97,0.0,3.0,Control,31-40
35,2305285,14.0,168.0,54.0,M,2.0,132347.89,6.0,9.0,Control,51-60
36,5889920,11.833333333333334,142.0,33.0,M,2.0,106249.03,1.0,4.0,Test,31-40
37,3065089,19.0,228.0,63.0,M,2.0,439723.43,6.0,9.0,Test,61-70
38,313570,18.583333333333332,223.0,48.0,F,2.0,75124.07,2.0,5.0,Test,41-50
39,9721424,12.666666666666666,152.0,32.0,F,2.0,29667.6,0.0,3.0,Test,31-40
40,3753796,25.416666666666668,305.0,66.5,F,2.0,214661.75,6.0,9.0,Control,61-70
41,6647577,23.833333333333332,286.0,68.0,F,3.0,86005.57,2.0,5.0,Test,61-70
42,6341488,23.75,285.0,65.0,F,2.0,116534.46,5.0,8.0,Test,61-70
43,838619,23.333333333333332,280.0,60.5,F,2.0,131309.81,0.0,3.0,Test,61-70
44,2000151,21.166666666666668,254.0,38.0,F,2.0,136515.53999999998,6.0,9.0,Test,31-40
45,6579978,21.083333333333332,253.0,74.0,M,2.0,71192.58,1.0,4.0,Control,70+
46,8475126,23.166666666666668,278.0,51.0,M,3.0,327091.01999999996,3.0,6.0,Control,51-60
47,7419744,18.416666666666668,221.0,49.0,U,2.0,162233.71000000002,0.0,3.0,Test,41-50
48,9796602,18.0,216.0,46.0,F,2.0,25827.39,0.0,3.0,Test,41-50
49,1329260,17.666666666666668,212.0,63.5,F,2.0,666138.27,5.0,8.0,Control,61-70
50,4821014,17.0,204.0,62.5,M,2.0,45073.259999999995,1.0,4.0,Control,61-70
51,7906602,21.666666666666668,260.0,54.5,F,2.0,39725.28,2.0,5.0,Test,51-60
52,2671231,5.666666666666667,68.0,23.0,U,2.0,43062.3,1.0,4.0,Control,0-30
53,9587439,5.5,66.0,26.5,U,2.0,28875.65,6.0,9.0,Control,0-30
54,5542798,9.666666666666666,116.0,56.5,M,2.0,79888.68,5.0,8.0,Test,51-60
55,5977906,10.833333333333334,130.0,76.5,F,2.0,82916.93,3.0,6.0,Control,70+
56,7928244,14.75,177.0,33.0,F,2.0,105416.69,6.0,9.0,Test,31-40
57,4906392,13.25,159.0,27.5,F,2.0,52600.869999999995,2.0,5.0,Control,0-30
58,3939684,15.833333333333334,190.0,60.5,F,2.0,48166.13,1.0,4.0,Control,61-70
59,3731320,7.416666666666667,89.0,39.5,U,2.0,34487.99,6.0,9.0,Test,31-40
60,9055726,5.833333333333333,70.0,25.0,U,3.0,33261.64,6.0,9.0,Test,0-30
61,5808972,5.5,66.0,23.0,U,2.0,29898.98,0.0,3.0,Control,0-30
62,7414763,7.583333333333333,91.0,27.0,U,2.0,53219.649999999994,6.0,9.0,Test,0-30
63,1531616,10.75,129.0,60.0,M,2.0,100777.88,6.0,9.0,Control,51-60
64,8387066,27.416666666666668,329.0,66.0,M,2.0,406190.96,6.0,9.0,Test,61-70
65,3402999,7.666666666666667,92.0,39.0,U,2.0,56527.899999999994,0.0,3.0,Control,31-40
66,8593187,14.0,168.0,56.0,M,3.0,207559.95,6.0,9.0,Control,51-60
67,5908339,15.833333333333334,190.0,40.0,F,2.0,205785.55,5.0,8.0,Control,31-40
68,4442018,6.833333333333333,82.0,33.0,U,2.0,65264.869999999995,6.0,9.0,Control,31-40
69,5727622,6.083333333333333,73.0,52.0,U,3.0,109130.47,4.0,7.0,Test,51-60
70,3284361,12.666666666666666,152.0,31.5,F,2.0,28085.99,1.0,4.0,Test,31-40
71,6666515,14.083333333333334,169.0,38.0,U,2.0,59526.369999999995,2.0,5.0,Test,31-40
72,9150149,5.5,66.0,43.5,U,2.0,104179.39,2.0,5.0,Control,41-50
73,7176877,5.5,66.0,35.0,U,2.0,75279.47,2.0,5.0,Control,31-40
74,410752,11.833333333333334,142.0,19.0,M,2.0,25640.01,2.0,5.0,Test,0-30
75,3979917,19.916666666666668,239.0,63.0,M,2.0,374919.6,4.0,7.0,Control,61-70
76,7759130,5.75,69.0,64.5,U,2.0,78278.56,6.0,9.0,Test,61-70
77,5587497,7.583333333333333,91.0,64.0,U,2.0,410277.5,5.0,8.0,Control,61-70
78,4264493,5.583333333333333,67.0,22.5,U,3.0,36298.009999999995,6.0,9.0,Control,0-30
79,9492169,4.833333333333333,58.0,42.0,U,2.0,98181.16,0.0,3.0,Control,41-50
80,5816825,14.833333333333334,178.0,54.5,F,2.0,32873.33,3.0,6.0,Test,51-60
81,9692048,11.833333333333334,142.0,38.0,M,2.0,87935.1,4.0,7.0,Control,31-40
82,9250552,7.916666666666667,95.0,33.5,U,2.0,77674.34,2.0,5.0,Control,31-40
83,1730954,5.25,63.0,36.5,F,2.0,58456.9,0.0,3.0,Control,31-40
84,2264903,15.583333333333334,187.0,61.0,M,2.0,63368.8,2.0,5.0,Test,61-70
85,7321667,7.916666666666667,95.0,39.5,U,2.0,68761.48999999999,6.0,9.0,Test,31-40
86,1460648,24.0,288.0,40.5,F,5.0,121700.66,5.0,8.0,Test,41-50
87,2942135,21.75,261.0,68.5,U,3.0,417847.47,6.0,9.0,Test,61-70
88,1459001,20.916666666666668,251.0,72.0,M,3.0,166623.2,1.0,4.0,Control,70+
89,6398341,20.833333333333332,250.0,33.5,F,3.0,109127.33,6.0,9.0,Control,31-40
90,5531076,19.0,228.0,44.5,M,2.0,67727.62,2.0,5.0,Control,41-50
91,3162487,8.416666666666666,101.0,40.0,U,2.0,259691.04,0.0,3.0,Test,31-40
92,2570380,4.666666666666667,56.0,52.5,U,2.0,51670.67999999999,2.0,5.0,Control,51-60
93,5449775,4.666666666666667,56.0,28.5,U,2.0,46749.74,2.0,5.0,Control,0-30
94,8415669,14.833333333333334,178.0,59.5,M,2.0,43793.82,0.0,3.0,Control,51-60
95,6810931,5.0,60.0,23.0,U,2.0,45780.6,5.0,8.0,Test,0-30
96,8096768,10.25,123.0,60.0,F,2.0,91761.22,0.0,3.0,Control,51-60
97,6737425,15.833333333333334,190.0,59.5,M,2.0,83778.79000000001,5.0,8.0,Test,51-60
98,7949341,14.583333333333334,175.0,48.0,U,2.0,25253.269999999997,0.0,3.0,Test,41-50
99,7458635,7.833333333333333,94.0,26.5,U,3.0,158434.49,6.0,9.0,Control,0-30
100,3322068,15.666666666666666,188.0,45.0,F,2.0,140687.41,6.0,9.0,Test,41-50
101,1643775,4.916666666666667,59.0,18.0,U,2.0,25270.359999999997,1.0,4.0,Control,0-30
102,934609,14.083333333333334,169.0,54.0,F,2.0,136573.63,1.0,4.0,Test,51-60
103,2408879,4.833333333333333,58.0,49.0,U,2.0,208004.65,5.0,8.0,Test,41-50
104,1596507,28.0,336.0,78.0,F,3.0,175883.31,6.0,9.0,Test,70+
105,8763719,12.416666666666666,149.0,40.0,M,3.0,98540.5,6.0,9.0,Control,31-40
106,7702214,6.083333333333333,73.0,32.0,U,2.0,43988.28,6.0,9.0,Control,31-40
107,200698,13.0,156.0,31.5,M,2.0,28559.28,2.0,5.0,Test,31-40
108,7449147,27.5,330.0,26.5,F,2.0,215247.65999999997,3.0,6.0,Control,0-30
109,2096514,14.583333333333334,175.0,59.5,F,2.0,84419.06,1.0,4.0,Control,51-60
110,5474775,14.583333333333334,175.0,40.5,F,2.0,95855.61,0.0,3.0,Test,41-50
111,6226205,12.916666666666666,155.0,68.5,F,2.0,45294.1,4.0,7.0,Test,61-70
112,2069824,13.916666666666666,167.0,50.5,F,2.0,52157.46,6.0,9.0,Control,51-60
113,7045562,8.0,96.0,33.5,U,3.0,73644.53,1.0,4.0,Control,31-40
114,8501949,7.75,93.0,27.0,U,2.0,76834.13,5.0,8.0,Test,0-30
115,5376149,20.166666666666668,242.0,56.5,M,2.0,858054.38,6.0,9.0,Control,51-60
116,148954,13.583333333333334,163.0,59.5,F,2.0,89263.33,3.0,6.0,Control,51-60
117,7803610,7.583333333333333,91.0,29.0,U,2.0,66958.67,6.0,9.0,Test,0-30
118,7772844,4.916666666666667,59.0,37.5,U,3.0,43012.02,0.0,3.0,Test,31-40
119,4681026,6.75,81.0,57.0,U,2.0,99729.87,6.0,9.0,Control,51-60
120,9242446,15.166666666666666,182.0,70.0,M,2.0,56986.04,3.0,6.0,Control,61-70
121,1905822,11.166666666666666,134.0,28.5,F,2.0,49186.49,2.0,5.0,Control,0-30
122,5586955,6.666666666666667,80.0,32.0,U,2.0,30493.379999999997,0.0,3.0,Test,31-40
123,6980695,4.666666666666667,56.0,74.5,U,2.0,143304.76,5.0,8.0,Control,70+
124,3097635,9.416666666666666,113.0,22.0,M,2.0,27215.69,0.0,3.0,Test,0-30
125,2559930,14.333333333333334,172.0,50.0,F,2.0,26430.43,5.0,8.0,Control,41-50
126,2693746,14.333333333333334,172.0,51.5,M,2.0,35206.61,0.0,3.0,Control,51-60
127,9073948,7.083333333333333,85.0,58.5,U,2.0,175468.15000000002,6.0,9.0,Control,51-60
128,9897542,6.833333333333333,82.0,23.0,U,2.0,66806.76999999999,2.0,5.0,Control,0-30
129,6652996,10.0,120.0,50.0,F,2.0,48410.619999999995,1.0,4.0,Control,41-50
130,5601417,8.75,105.0,55.0,F,2.0,23799.359999999997,0.0,3.0,Test,51-60
131,4560228,6.083333333333333,73.0,53.0,M,2.0,98419.63,1.0,4.0,Test,51-60
132,1592329,17.666666666666668,212.0,27.5,U,2.0,27189.73,0.0,3.0,Control,0-30
133,5115750,22.583333333333332,271.0,62.0,F,4.0,351838.75,1.0,4.0,Control,61-70
134,7885704,20.333333333333332,244.0,65.5,F,2.0,34564.77,0.0,3.0,Test,61-70
135,2876901,4.833333333333333,58.0,54.0,U,2.0,47348.42999999999,0.0,3.0,Test,51-60
136,2365190,5.5,66.0,29.5,U,3.0,30376.22,3.0,6.0,Test,0-30
137,4516383,8.25,99.0,45.0,U,2.0,91159.68,6.0,9.0,Control,41-50
138,730546,16.666666666666668,200.0,51.5,F,2.0,33972.979999999996,3.0,6.0,Test,51-60
139,1860982,7.833333333333333,94.0,51.5,U,2.0,98988.68,0.0,3.0,Test,51-60
140,1945276,16.083333333333332,193.0,50.5,M,2.0,91623.79,1.0,4.0,Test,51-60
141,1525212,13.083333333333334,157.0,33.0,F,2.0,72424.95999999999,6.0,9.0,Test,31-40
142,7139038,6.5,78.0,39.0,U,2.0,31918.65,3.0,6.0,Test,31-40
143,3678422,17.0,204.0,33.0,M,3.0,339660.52999999997,6.0,9.0,Control,31-40
144,121354,5.0,60.0,30.5,U,2.0,35592.44,5.0,8.0,Test,31-40
145,7597197,12.583333333333334,151.0,33.0,F,2.0,60175.34,2.0,5.0,Test,31-40
146,8806527,10.083333333333334,121.0,28.0,U,2.0,55742.17999999999,5.0,8.0,Test,0-30
147,4561742,15.333333333333334,184.0,44.5,M,3.0,240993.69,3.0,6.0,Control,41-50
148,8011247,5.0,60.0,59.5,M,2.0,31921.909999999996,6.0,9.0,Control,51-60
149,6689398,27.916666666666668,335.0,68.0,M,2.0,89224.4,3.0,6.0,Test,61-70
150,5416822,14.0,168.0,39.0,M,2.0,40549.95,1.0,4.0,Test,31-40
151,3093790,29.75,357.0,69.5,F,2.0,107604.36,3.0,6.0,Test,61-70
152,9625688,9.25,111.0,35.5,M,2.0,91643.57,2.0,5.0,Control,31-40
153,7280817,15.416666666666666,185.0,54.0,M,2.0,192518.99,6.0,9.0,Test,51-60
154,6055529,6.333333333333333,76.0,27.5,U,2.0,48601.07,2.0,5.0,Test,0-30
155,6679780,5.666666666666667,68.0,71.5,F,2.0,36978.84,3.0,6.0,Test,70+
156,2668008,6.083333333333333,73.0,34.0,U,2.0,38654.73,3.0,6.0,Control,31-40
157,9247669,6.75,81.0,38.5,U,3.0,414323.08,6.0,9.0,Test,31-40
158,7704754,12.333333333333334,148.0,25.5,M,2.0,31514.339999999997,5.0,8.0,Control,0-30
159,3455403,8.25,99.0,55.0,M,2.0,73520.62,4.0,7.0,Test,51-60
160,3930919,10.75,129.0,35.0,M,2.0,64113.1,0.0,3.0,Test,31-40
161,2615801,5.0,60.0,27.0,U,3.0,72480.08,5.0,8.0,Test,0-30
162,4110312,8.083333333333334,97.0,66.0,U,2.0,36933.259999999995,4.0,7.0,Test,61-70
163,7794321,12.666666666666666,152.0,28.0,M,2.0,37879.82,3.0,6.0,Test,0-30
164,1165994,5.25,63.0,69.0,U,2.0,226833.77,2.0,5.0,Control,61-70
165,5650730,10.166666666666666,122.0,43.0,M,2.0,474954.32,5.0,8.0,Test,41-50
166,7695537,6.916666666666667,83.0,54.5,U,2.0,174976.65999999997,1.0,4.0,Control,51-60
167,3545210,28.916666666666668,347.0,83.5,F,2.0,47993.13,2.0,5.0,Test,70+
168,4149206,27.0,324.0,56.0,F,2.0,27023.89,1.0,4.0,Control,51-60
169,3431014,13.5,162.0,43.0,M,2.0,163374.12,3.0,6.0,Test,41-50
170,8972482,16.166666666666668,194.0,62.0,M,3.0,396305.98,6.0,9.0,Control,61-70
171,151444,7.916666666666667,95.0,31.0,U,2.0,34814.84,5.0,8.0,Control,31-40
172,3778929,13.0,156.0,59.5,F,2.0,300637.25,5.0,8.0,Test,51-60
173,9341975,8.083333333333334,97.0,26.5,U,2.0,28038.0,6.0,9.0,Test,0-30
174,9070908,6.916666666666667,83.0,54.5,U,2.0,55787.69,0.0,3.0,Control,51-60
175,3070720,6.166666666666667,74.0,29.5,U,3.0,47151.82,2.0,5.0,Control,0-30
176,1840230,6.833333333333333,82.0,29.0,U,2.0,163702.91999999998,6.0,9.0,Control,0-30
177,4761400,15.833333333333334,190.0,56.0,F,2.0,71982.87,2.0,5.0,Test,51-60
178,312094,4.666666666666667,56.0,21.5,U,2.0,58108.74,3.0,6.0,Control,0-30
179,9435892,17.0,204.0,47.0,M,2.0,86797.79999999999,6.0,9.0,Test,41-50
180,3270955,6.75,81.0,74.5,U,2.0,37672.53,3.0,6.0,Control,70+
181,6840204,7.916666666666667,95.0,58.0,U,2.0,31129.409999999996,3.0,6.0,Test,51-60
182,8971654,15.5,186.0,61.5,F,2.0,71995.54000000001,3.0,6.0,Control,61-70
183,7288041,25.0,300.0,32.5,F,3.0,43742.869999999995,6.0,9.0,Control,31-40
184,3143881,24.083333333333332,289.0,51.0,F,2.0,53080.91,6.0,9.0,Control,51-60
185,340192,24.583333333333332,295.0,73.5,F,2.0,321351.47,6.0,9.0,Test,70+
186,7845532,23.5,282.0,71.0,F,2.0,187639.61,4.0,7.0,Control,70+
187,4447192,22.5,270.0,59.0,M,2.0,40191.39,3.0,6.0,Control,51-60
188,5119615,20.5,246.0,48.0,F,2.0,243282.69,1.0,4.0,Test,41-50
189,976546,19.083333333333332,229.0,38.5,M,4.0,59503.189999999995,5.0,8.0,Control,31-40
190,4644384,17.166666666666668,206.0,57.0,U,2.0,35975.52,3.0,6.0,Control,51-60
191,4028430,9.083333333333334,109.0,60.0,M,2.0,87207.53,6.0,9.0,Control,51-60
192,2519481,28.583333333333332,343.0,60.0,M,2.0,143769.09,5.0,8.0,Test,51-60
193,4412954,5.5,66.0,21.0,U,2.0,101928.87,6.0,9.0,Test,0-30
194,9635691,4.916666666666667,59.0,46.0,U,2.0,31486.81,6.0,9.0,Control,41-50
195,3362778,10.833333333333334,130.0,61.0,F,2.0,127314.89,6.0,9.0,Test,61-70
196,5687972,14.666666666666666,176.0,34.5,M,2.0,24919.16,0.0,3.0,Test,31-40
197,8676893,9.666666666666666,116.0,60.5,F,2.0,88968.26,1.0,5.0,Test,61-70
198,4399072,27.416666666666668,329.0,57.5,F,3.0,117836.94,3.0,6.0,Test,51-60
199,7705023,12.0,144.0,44.0,F,2.0,60526.869999999995,0.0,3.0,Control,41-50
200,4260236,12.916666666666666,155.0,60.0,F,2.0,58615.38,0.0,4.0,Control,51-60
201,8368220,7.75,93.0,28.5,U,2.0,36539.119999999995,1.0,4.0,Test,0-30
202,6929446,28.916666666666668,347.0,83.0,M,2.0,326957.19,0.0,3.0,Test,70+
203,1524426,8.25,99.0,36.0,U,2.0,53131.28,2.0,5.0,Control,31-40
204,1105924,13.416666666666666,161.0,52.0,F,3.0,96007.87,5.0,8.0,Test,51-60
205,6770720,14.916666666666666,179.0,62.5,M,2.0,1907094.11,4.0,8.0,Control,61-70
206,5572217,8.833333333333334,106.0,47.5,F,2.0,30552.39,2.0,5.0,Test,41-50
207,3604010,5.833333333333333,70.0,52.5,U,2.0,32731.37,1.0,4.0,Test,51-60
208,8506583,6.75,81.0,27.5,F,2.0,51726.56,6.0,9.0,Test,0-30
209,4853148,9.083333333333334,109.0,61.5,F,2.0,190619.33,2.0,5.0,Test,61-70
210,425532,5.583333333333333,67.0,42.0,U,4.0,112715.89,6.0,9.0,Control,41-50
211,7307378,12.833333333333334,154.0,69.5,M,2.0,36397.41,0.0,3.0,Control,61-70
212,929350,9.25,111.0,72.5,M,3.0,190530.62,5.0,8.0,Control,70+
213,1435050,15.75,189.0,52.5,F,2.0,1589727.12,1.0,4.0,Control,51-60
214,929038,8.25,99.0,60.5,U,3.0,125733.21,6.0,9.0,Test,61-70
215,5205837,9.916666666666666,119.0,56.5,M,2.0,114022.38,5.0,8.0,Control,51-60
216,5754354,15.416666666666666,185.0,38.5,F,2.0,34866.45,0.0,3.0,Test,31-40
217,4231609,6.25,75.0,45.0,U,2.0,39335.899999999994,2.0,5.0,Control,41-50
218,493194,6.25,75.0,57.5,U,2.0,66942.64,2.0,5.0,Control,51-60
219,3706067,6.75,81.0,76.0,U,2.0,167990.39,3.0,6.0,Test,70+
220,5474772,8.833333333333334,106.0,66.5,F,2.0,168966.38,4.0,7.0,Test,61-70
221,3937930,5.5,66.0,66.5,U,2.0,430081.07,3.0,6.0,Test,61-70
222,4088467,13.833333333333334,166.0,36.0,F,2.0,103756.74,0.0,3.0,Test,31-40
223,3767937,15.75,189.0,53.0,M,2.0,47734.69,3.0,6.0,Test,51-60
224,278839,11.916666666666666,143.0,62.0,F,2.0,33051.97,1.0,4.0,Test,61-70
225,9989642,6.5,78.0,63.0,U,2.0,202064.63,5.0,8.0,Control,61-70
226,8789491,5.75,69.0,22.0,U,2.0,40487.92999999999,2.0,5.0,Test,0-30
227,692622,4.916666666666667,59.0,25.0,U,2.0,31803.51,3.0,6.0,Control,0-30
228,8253877,16.833333333333332,202.0,36.5,M,2.0,120874.88,6.0,9.0,Test,31-40
229,1168373,27.166666666666668,326.0,61.0,M,3.0,57600.689999999995,5.0,8.0,Control,61-70
230,5981232,24.833333333333332,298.0,44.0,F,2.0,26837.74,3.0,6.0,Test,41-50
231,461846,24.166666666666668,290.0,78.5,F,2.0,43246.11,4.0,7.0,Control,70+
232,9821262,23.75,285.0,65.5,M,3.0,1141653.0499999998,3.0,6.0,Test,61-70
233,416346,23.25,279.0,59.5,F,2.0,216389.25,2.0,5.0,Test,51-60
234,7185880,21.0,252.0,48.0,M,2.0,96721.08,6.0,9.0,Test,41-50
235,3460496,20.833333333333332,250.0,62.0,F,2.0,31438.76,1.0,4.0,Control,61-70
236,39968,4.75,57.0,50.0,F,2.0,58599.55,3.0,6.0,Control,41-50
237,9262445,7.333333333333333,88.0,47.0,U,2.0,29672.82,1.0,4.0,Test,41-50
238,171583,15.833333333333334,190.0,44.0,F,2.0,125100.63,6.0,9.0,Test,41-50
239,8730282,27.833333333333332,334.0,50.0,F,3.0,464879.31,2.0,5.0,Control,41-50
240,7412471,12.5,150.0,27.0,F,4.0,144559.55,6.0,9.0,Control,0-30
241,86877,4.833333333333333,58.0,28.0,U,2.0,40308.74,1.0,4.0,Test,0-30
242,7669500,3.8333333333333335,46.0,58.5,U,3.0,64159.92,1.0,4.0,Test,51-60
243,6488984,9.5,114.0,40.0,M,2.0,73552.72,0.0,3.0,Test,31-40
244,327151,14.5,174.0,74.0,M,5.0,214762.73,1.0,4.0,Control,70+
245,1413769,13.5,162.0,55.5,F,3.0,48092.82,1.0,4.0,Test,51-60
246,3246979,6.0,72.0,57.0,F,2.0,264334.41,6.0,9.0,Control,51-60
247,7056174,8.916666666666666,107.0,60.5,F,2.0,433799.34,6.0,9.0,Test,61-70
248,7205884,15.833333333333334,190.0,25.0,F,2.0,34281.18,0.0,3.0,Control,0-30
249,6201791,27.0,324.0,66.5,M,2.0,51930.13,5.0,8.0,Test,61-70
250,3527743,6.333333333333333,76.0,21.5,U,2.0,27047.89,2.0,5.0,Test,0-30
251,7018468,9.416666666666666,113.0,27.5,M,4.0,106785.05,2.0,5.0,Control,0-30
252,1949872,13.666666666666666,164.0,37.5,M,3.0,132243.59999999998,6.0,9.0,Test,31-40
253,1056722,10.916666666666666,131.0,51.5,M,2.0,45437.91,0.0,3.0,Control,51-60
254,1887639,15.833333333333334,190.0,67.0,U,2.0,174510.75,3.0,6.0,Control,61-70
255,7153152,6.25,75.0,44.0,U,3.0,207071.7,6.0,9.0,Control,41-50
256,1897278,5.416666666666667,65.0,41.5,M,2.0,63939.61,4.0,7.0,Control,41-50
257,820519,5.25,63.0,60.5,M,2.0,384904.34,3.0,6.0,Test,61-70
258,4653489,6.833333333333333,82.0,46.0,U,2.0,31650.51,1.0,4.0,Test,41-50
259,3660141,4.916666666666667,59.0,23.0,U,2.0,37244.36,6.0,9.0,Test,0-30
260,6815257,46.166666666666664,554.0,72.5,M,2.0,92157.08,1.0,4.0,Control,70+
261,9767681,6.833333333333333,82.0,47.0,U,2.0,50914.39,6.0,9.0,Control,41-50
262,4474907,6.916666666666667,83.0,32.5,U,2.0,31930.31,0.0,3.0,Test,31-40
263,6717435,6.916666666666667,83.0,45.0,U,3.0,99839.96,2.0,5.0,Control,41-50
264,6958124,10.75,129.0,59.0,M,3.0,148741.47,2.0,6.0,Control,51-60
265,5869570,11.666666666666666,140.0,47.0,M,2.0,25084.35,1.0,4.0,Control,41-50
266,979208,5.75,69.0,20.5,U,2.0,29760.539999999997,0.0,3.0,Test,0-30
267,681824,9.833333333333334,118.0,33.5,F,2.0,34537.7,1.0,4.0,Test,31-40
268,9006366,5.833333333333333,70.0,25.5,M,2.0,46898.97,6.0,9.0,Test,0-30
269,8274863,6.083333333333333,73.0,27.0,U,2.0,31559.839999999997,6.0,9.0,Control,0-30
270,4055202,10.916666666666666,131.0,29.5,M,2.0,118923.62,6.0,9.0,Control,0-30
271,9358802,14.583333333333334,175.0,33.0,F,2.0,109642.16,6.0,9.0,Test,31-40
272,5749370,4.916666666666667,59.0,22.5,U,2.0,50677.64,6.0,9.0,Control,0-30
273,8333682,8.916666666666666,107.0,34.0,F,2.0,36660.31,0.0,3.0,Control,31-40
274,203223,24.333333333333332,292.0,60.5,M,3.0,1113383.46,6.0,9.0,Test,61-70
275,9153853,22.75,273.0,42.0,M,2.0,97065.25,6.0,9.0,Test,41-50
276,9546409,21.416666666666668,257.0,27.0,M,3.0,117906.94,6.0,9.0,Control,0-30
277,3544760,21.166666666666668,254.0,55.0,M,2.0,122671.45,0.0,3.0,Control,51-60
278,9308901,20.5,246.0,42.5,F,2.0,41536.96,2.0,5.0,Test,41-50
279,72395,18.75,225.0,48.0,M,2.0,208866.05,4.0,7.0,Test,41-50
280,2346575,15.833333333333334,190.0,75.0,M,2.0,61693.2,4.0,7.0,Test,70+
281,7995744,15.166666666666666,182.0,39.0,M,2.0,57533.84,3.0,6.0,Test,31-40
282,5078188,11.833333333333334,142.0,31.0,F,2.0,49445.67999999999,5.0,8.0,Test,31-40
283,6250726,5.416666666666667,65.0,71.5,U,2.0,40124.17,0.0,3.0,Control,70+
284,7434562,10.666666666666666,128.0,74.0,F,2.0,25963.06,2.0,6.0,Test,70+
285,4877364,12.916666666666666,155.0,76.0,M,4.0,2141137.39,0.0,3.0,Test,70+
286,3736142,7.166666666666667,86.0,43.5,U,2.0,45584.19,0.0,3.0,Test,41-50
287,9863604,5.416666666666667,65.0,40.5,U,2.0,36436.59,3.0,6.0,Control,41-50
288,8284433,10.916666666666666,131.0,63.0,M,2.0,53551.899999999994,6.0,9.0,Test,61-70
289,7183351,8.0,96.0,28.0,U,2.0,78197.01999999999,2.0,5.0,Control,0-30
290,3959099,11.25,135.0,32.5,M,2.0,48712.08,5.0,8.0,Test,31-40
291,4362459,21.5,258.0,65.5,F,2.0,35035.299999999996,6.0,9.0,Test,61-70
292,3083365,7.166666666666667,86.0,72.5,U,2.0,1260146.5699999998,5.0,8.0,Test,70+
